  X         Y         Z       PDOP   TDOP   GDOP
-2148755.46    4426665.79    4044672.24    1.67    0.79    1.84

-2148753.63    4426663.69    4044666.50    1.67    0.79    1.84

-2148754.85    4426665.91    4044670.21    1.66    0.79    1.84

-2148753.71    4426660.43    4044663.21    1.66    0.78    1.84

-2148753.94    4426663.41    4044668.43    1.66    0.78    1.84

-2148755.43    4426662.42    4044665.81    1.66    0.78    1.84

-2148756.24    4426664.45    4044664.32    1.66    0.78    1.84

-2148754.31    4426663.19    4044664.62    1.66    0.78    1.83

-2148753.34    4426661.73    4044664.73    1.66    0.78    1.83

-2148755.49    4426663.24    4044665.72    1.66    0.78    1.83

-2148755.58    4426665.09    4044668.94    1.66    0.78    1.83

-2148756.58    4426663.02    4044667.34    1.65    0.78    1.83

-2148755.07    4426662.29    4044663.91    1.65    0.78    1.83

-2148751.93    4426662.03    4044664.64    1.65    0.77    1.82

-2148757.09    4426663.98    4044668.69    1.65    0.77    1.82

-2148757.98    4426662.44    4044658.69    1.65    0.77    1.82

-2148752.65    4426661.79    4044666.44    1.65    0.77    1.82

-2148755.78    4426663.83    4044662.64    1.64    0.77    1.81

-2148753.89    4426660.75    4044662.65    1.64    0.77    1.81

-2148755.00    4426663.24    4044662.33    1.64    0.77    1.81

-2148751.99    4426660.14    4044664.29    1.64    0.76    1.81

-2148757.33    4426661.22    4044659.30    1.64    0.76    1.80

-2148754.96    4426660.91    4044660.95    1.63    0.76    1.80

-2148754.56    4426660.92    4044662.97    1.63    0.76    1.80

-2148751.54    4426660.98    4044664.64    1.63    0.76    1.80

-2148756.02    4426662.18    4044661.41    1.63    0.75    1.79

-2148755.45    4426660.20    4044661.37    1.62    0.75    1.79

-2148754.80    4426661.70    4044661.72    1.62    0.75    1.79

-2148753.60    4426658.62    4044661.04    1.62    0.75    1.78

-2148755.75    4426660.35    4044659.19    1.61    0.75    1.78

-2148754.14    4426657.68    4044658.28    1.61    0.75    1.78

-2148755.08    4426656.01    4044657.62    1.61    0.74    1.77

-2148753.38    4426658.16    4044658.27    1.61    0.74    1.77

-2148757.03    4426659.96    4044660.54    1.60    0.74    1.77

-2148755.51    4426664.40    4044662.79    1.60    0.74    1.76

-2148752.30    4426655.65    4044658.59    1.60    0.73    1.76

-2148755.47    4426660.03    4044658.31    1.59    0.73    1.75

-2148754.45    4426656.31    4044658.51    1.59    0.73    1.75

-2148752.76    4426659.66    4044660.18    1.59    0.73    1.75

-2148755.91    4426657.29    4044657.09    1.58    0.73    1.74

-2148757.87    4426659.59    4044658.08    1.58    0.72    1.74

-2148755.09    4426653.25    4044654.31    1.58    0.72    1.73

-2148752.89    4426664.83    4044661.91    1.57    0.72    1.73

-2148754.06    4426659.96    4044659.73    1.57    0.72    1.73

-2148756.55    4426655.76    4044653.77    1.57    0.71    1.72

-2148753.46    4426658.78    4044656.63    1.56    0.71    1.72

-2148758.03    4426654.08    4044652.87    1.56    0.71    1.71

-2148751.37    4426661.71    4044661.51    1.56    0.71    1.71

-2148753.64    4426658.07    4044658.07    1.55    0.70    1.71

-2148756.93    4426664.83    4044660.90    1.55    0.70    1.70

-2148751.42    4426657.33    4044655.04    1.55    0.70    1.70

-2148753.11    4426656.24    4044655.57    1.54    0.70    1.69

-2148754.79    4426655.94    4044655.38    1.54    0.70    1.69

-2148756.08    4426661.82    4044659.55    1.54    0.69    1.68

-2148753.40    4426659.09    4044659.68    1.53    0.69    1.68

-2148753.59    4426656.71    4044654.22    1.53    0.69    1.68

-2148753.34    4426652.49    4044652.24    1.53    0.69    1.67

-2148755.08    4426659.07    4044654.64    1.52    0.68    1.67

-2148758.32    4426654.94    4044652.84    1.52    0.68    1.66

2469416.95    28137310.66    26151130.13    1.51    0.68    1.66

2437325.54    28099018.38    26091553.52    1.51    0.68    1.65

2405970.36    28059839.66    26029954.18    1.51    0.67    1.65

2375344.85    28019777.55    25966385.14    1.50    0.67    1.65

-5056273.75    -10810310.31    -10095140.71    1.50    0.67    1.64

-5037447.86    -10783313.04    -10051629.67    1.50    0.66    1.64

-5019124.67    -10755798.55    -10006996.12    1.49    0.66    1.63

-5001311.70    -10727780.30    -9961287.81    1.49    0.66    1.63

-4984003.10    -10699280.25    -9914553.22    1.49    0.66    1.62

-4967216.28    -10670308.81    -9866832.76    1.48    0.65    1.62

-4950952.82    -10640880.14    -9818172.70    1.48    0.65    1.62

-4935210.46    -10611014.13    -9768614.45    1.47    0.65    1.61

-4919997.91    -10580721.18    -9718204.66    1.47    0.65    1.61

-4905322.38    -10550013.78    -9666980.50    1.47    0.64    1.60

-4891168.04    -10518916.87    -9614985.27    1.46    0.64    1.60

-4877567.70    -10487426.97    -9562253.67    1.46    0.64    1.59

-4864492.62    -10455574.54    -9508827.75    1.46    0.64    1.59

-4851963.40    -10423362.65    -9454743.41    1.45    0.63    1.59

-4839975.68    -10390807.56    -9400038.51    1.45    0.63    1.58

-4828526.94    -10357922.89    -9344747.89    1.45    0.63    1.58

-4817621.25    -10324719.48    -9288908.66    1.44    0.63    1.57

-4807254.75    -10291212.65    -9232552.24    1.44    0.62    1.57

-4797432.26    -10257412.20    -9175708.51    1.43    0.62    1.56

-4788154.10    -10223327.61    -9118417.02    1.43    0.62    1.56

-4779410.62    -10188976.68    -9060703.57    1.43    0.62    1.56

-4771205.01    -10154369.39    -9002600.42    1.42    0.61    1.55

-4763545.18    -10119508.77    -8944136.26    1.42    0.61    1.55

-4756413.81    -10084418.17    -8885338.87    1.42    0.61    1.54

-4749817.15    -10049100.20    -8826239.32    1.41    0.61    1.54

-4743751.79    -10013568.77    -8766859.65    1.41    0.60    1.53

-4738214.24    -9977833.19    -8707230.75    1.41    0.60    1.53

-4733202.25    -9941905.74    -8647374.92    1.40    0.60    1.53

-4728716.61    -9905789.94    -8587320.49    1.40    0.60    1.52

-4724745.93    -9869504.38    -8527086.09    1.40    0.59    1.52

-4721295.20    -9833052.17    -8466696.84    1.39    0.59    1.51

-2148755.32    4426655.82    4044653.88    1.70    0.83    1.89

-2148755.56    4426651.62    4044651.26    1.69    0.83    1.88

-2148755.31    4426652.90    4044652.64    1.69    0.83    1.88

-2148758.94    4426652.23    4044651.32    1.68    0.82    1.87

-2148753.16    4426655.23    4044652.26    1.67    0.82    1.86

-2148756.68    4426654.59    4044652.64    1.67    0.81    1.86

-2148755.91    4426654.17    4044654.30    1.66    0.81    1.85

-2148757.14    4426653.01    4044653.31    1.66    0.80    1.84

-2148754.27    4426653.62    4044654.54    1.65    0.80    1.83

-2148758.22    4426653.05    4044654.76    1.65    0.79    1.83

-2148756.51    4426654.89    4044653.10    1.64    0.79    1.82

-2148744.08    4426643.39    4044645.35    1.90    0.98    2.13

-2148749.15    4426649.26    4044648.92    1.89    0.97    2.13

-2148748.89    4426647.87    4044650.10    1.89    0.97    2.12

-2148746.46    4426649.58    4044647.72    1.89    0.97    2.12

-2148748.37    4426647.04    4044647.30    1.88    0.96    2.11

-2148745.08    4426644.32    4044645.30    1.88    0.96    2.11

-2148748.72    4426645.12    4044647.48    1.87    0.95    2.10

-2148746.18    4426645.19    4044648.00    1.87    0.95    2.10

-2148742.47    4426643.96    4044648.88    1.86    0.95    2.09

-2148742.88    4426640.71    4044645.50    1.86    0.94    2.09

-2148747.42    4426648.01    4044645.68    1.86    0.94    2.08

-2148747.83    4426645.38    4044645.98    1.85    0.94    2.08

-2148742.57    4426644.03    4044645.63    1.85    0.93    2.07

-2148743.34    4426643.53    4044647.02    1.84    0.93    2.06

-2148744.40    4426648.17    4044650.61    1.19    0.59    1.32

-2148745.99    4426651.50    4044654.79    1.61    0.80    1.80

-2148746.55    4426652.11    4044655.82    1.61    0.80    1.80

-2148745.07    4426651.32    4044653.80    1.61    0.80    1.80

-2148746.00    4426649.39    4044651.18    1.61    0.80    1.80

-2148744.27    4426647.80    4044652.04    1.61    0.80    1.80

-2148744.07    4426650.38    4044654.86    1.62    0.80    1.80

-2148745.41    4426648.80    4044653.29    1.62    0.80    1.80

-2148744.90    4426650.81    4044654.36    1.62    0.80    1.80

-2148744.24    4426649.05    4044651.77    1.62    0.80    1.80

-2148744.78    4426651.02    4044660.10    1.51    0.72    1.68

-2148744.27    4426651.60    4044660.15    1.51    0.72    1.68

-2148743.13    4426651.37    4044658.34    1.52    0.72    1.68

-2148742.93    4426651.95    4044659.35    1.52    0.72    1.68

-2148743.64    4426653.10    4044660.16    1.52    0.73    1.68

-2148742.11    4426651.97    4044657.52    1.52    0.73    1.69

-2148743.08    4426651.48    4044659.04    1.52    0.73    1.69

-2148742.79    4426652.48    4044658.63    1.52    0.73    1.69

-2148743.08    4426652.83    4044657.21    1.52    0.73    1.69

-2148744.12    4426651.92    4044656.94    1.53    0.73    1.69

-2148743.86    4426653.87    4044659.28    1.53    0.73    1.69

-2148741.85    4426652.43    4044657.27    1.53    0.73    1.69

-2148742.91    4426653.58    4044656.45    1.53    0.73    1.69

-2148742.62    4426648.12    4044657.57    1.53    0.73    1.70

-2148742.35    4426653.12    4044657.22    1.53    0.73    1.70

-2148743.38    4426653.17    4044658.58    1.53    0.73    1.70

-2148741.76    4426650.79    4044656.95    1.53    0.73    1.70

-2148743.71    4426655.07    4044658.43    1.53    0.73    1.70

-2148742.80    4426650.36    4044658.27    1.68    0.82    1.87

-2148741.92    4426649.44    4044654.83    1.68    0.82    1.87

-2148740.61    4426650.64    4044657.52    1.68    0.82    1.87

-2148741.81    4426648.90    4044653.82    1.68    0.82    1.87

-2148741.07    4426649.61    4044655.95    1.68    0.83    1.88

-2148741.03    4426648.32    4044655.97    1.69    0.83    1.88

-2148742.45    4426651.23    4044654.82    1.69    0.83    1.88

-2148743.10    4426650.82    4044655.55    1.69    0.83    1.88

-2148745.94    4426653.95    4044657.06    1.53    0.71    1.68

-2148746.73    4426654.94    4044657.03    1.53    0.71    1.68

-2148744.74    4426651.10    4044656.33    1.53    0.71    1.69

-2148744.20    4426651.70    4044656.35    1.53    0.71    1.69

-2148744.00    4426650.41    4044657.65    1.53    0.71    1.69

-2148745.42    4426653.25    4044659.41    1.53    0.71    1.69

-2148745.08    4426653.33    4044658.02    1.54    0.71    1.69

-2148744.76    4426652.14    4044657.38    1.54    0.71    1.70

-2148746.45    4426654.14    4044658.48    1.54    0.71    1.70

-2148745.92    4426653.28    4044657.22    1.54    0.72    1.70

-2148744.48    4426651.15    4044657.52    1.54    0.72    1.70

-2148744.95    4426653.57    4044657.52    1.54    0.72    1.70

-2148742.68    4426649.10    4044656.76    1.54    0.72    1.70

-2148743.32    4426650.60    4044655.38    1.54    0.72    1.70

-2148745.32    4426651.81    4044656.18    1.54    0.72    1.70

-2148744.68    4426649.93    4044657.03    1.55    0.72    1.70

-2148745.22    4426651.47    4044656.78    1.55    0.72    1.70

-2148742.94    4426650.12    4044656.44    1.55    0.72    1.70

-2148744.43    4426648.88    4044654.18    1.55    0.72    1.71

-2148742.54    4426649.07    4044654.33    1.55    0.72    1.71

-2148743.45    4426649.43    4044655.31    1.55    0.72    1.71

-2148743.35    4426649.98    4044653.18    1.55    0.72    1.71

-2148742.59    4426648.25    4044653.72    1.55    0.72    1.71

-2148742.41    4426649.46    4044654.29    1.55    0.72    1.71

-2148742.32    4426648.40    4044650.02    1.55    0.72    1.71

-2148743.21    4426648.43    4044655.32    1.55    0.72    1.70

-2148743.43    4426648.34    4044657.56    1.55    0.72    1.70

-2148743.53    4426648.04    4044653.47    1.54    0.72    1.70

-2148741.94    4426647.10    4044653.43    1.54    0.72    1.70

-2148741.60    4426646.69    4044652.63    1.54    0.72    1.70

-2148742.35    4426648.93    4044655.58    1.54    0.72    1.70

-2148742.36    4426647.26    4044653.48    1.54    0.72    1.70

-2148741.78    4426646.95    4044654.02    1.54    0.72    1.70

-2148741.13    4426647.19    4044653.92    1.54    0.71    1.70

-2148742.61    4426645.14    4044655.54    1.54    0.71    1.70

-2148741.75    4426648.77    4044653.42    1.54    0.71    1.69

-2148743.36    4426648.65    4044656.62    1.54    0.71    1.69

-2148740.80    4426648.01    4044652.37    1.53    0.71    1.69

-2148741.99    4426645.66    4044656.19    1.53    0.71    1.69

-2148742.82    4426648.03    4044656.62    1.53    0.71    1.69

9230843.33    362154.38    -21674341.80    1.39    0.59    1.52

-2148746.76    4426648.11    4044664.18    1.39    0.59    1.52

-2148746.91    4426649.29    4044666.04    1.39    0.59    1.52

-2148745.59    4426646.67    4044666.86    1.39    0.59    1.52

-2148746.16    4426649.58    4044661.70    1.39    0.59    1.52

-2148746.71    4426650.88    4044665.55    1.39    0.59    1.52

-2148746.28    4426649.18    4044664.22    1.39    0.59    1.52

-2148746.23    4426651.47    4044661.78    1.39    0.59    1.51

-2148745.47    4426649.26    4044662.37    1.39    0.59    1.51

-2148745.60    4426649.68    4044664.28    1.39    0.59    1.51

-2148743.94    4426647.39    4044661.24    1.39    0.59    1.51

-2148745.00    4426646.15    4044660.94    1.39    0.59    1.51

-2148746.49    4426649.94    4044665.34    1.39    0.59    1.51

-2148744.64    4426651.27    4044661.56    1.39    0.59    1.51

-2148745.47    4426650.45    4044664.41    1.39    0.59    1.51

-2148745.54    4426649.43    4044663.57    1.39    0.59    1.51

-2148742.91    4426644.58    4044664.15    1.39    0.59    1.51

-2148743.40    4426642.37    4044662.45    1.39    0.59    1.51

-2148743.27    4426649.57    4044663.06    1.39    0.59    1.51

-2148744.18    4426647.75    4044659.99    1.39    0.59    1.51

-2148743.98    4426644.14    4044661.00    1.38    0.59    1.50

-2148743.43    4426649.67    4044663.62    1.38    0.59    1.50

-2148742.46    4426646.30    4044660.91    1.38    0.59    1.50

-2148743.51    4426653.08    4044665.67    1.38    0.59    1.50

-2148743.43    4426644.22    4044661.53    1.38    0.59    1.50

-2148742.93    4426645.89    4044665.27    1.53    0.71    1.69

-2148742.92    4426646.44    4044664.43    1.54    0.71    1.69

-2148743.92    4426651.52    4044664.95    1.54    0.71    1.70

-2148741.93    4426648.45    4044664.77    1.54    0.72    1.70
