  X         Y         Z       PDOP   TDOP   GDOP

-2148749.44    4426670.14    4044666.71    1.81    1.01    2.07

-2148750.79    4426669.68    4044665.55    1.81    1.01    2.07

-2148748.91    4426668.12    4044665.45    1.81    1.01    2.07

-2148749.20    4426669.73    4044666.77    1.81    1.01    2.08

-2148749.43    4426670.38    4044666.24    1.82    1.01    2.08

-2148748.79    4426667.04    4044662.02    1.82    1.01    2.08

-2148747.87    4426669.69    4044665.96    1.82    1.01    2.08

-2148746.14    4426667.43    4044663.68    1.82    1.02    2.09

-2148746.99    4426670.59    4044666.81    1.82    1.02    2.09

-2148749.51    4426667.69    4044665.07    1.82    1.02    2.09

-2148749.35    4426670.62    4044667.47    1.83    1.02    2.09

-2148749.46    4426672.79    4044669.20    1.83    1.02    2.09

-2148750.66    4426670.34    4044667.83    1.83    1.02    2.09

-2148747.67    4426667.60    4044664.74    1.83    1.02    2.10

-2148749.54    4426672.65    4044669.73    1.83    1.02    2.10

-2148747.94    4426664.46    4044661.53    1.83    1.02    2.10

-2148748.25    4426667.34    4044663.50    1.83    1.03    2.10

-2148747.51    4426667.41    4044664.50    1.84    1.03    2.10

-2148748.89    4426666.15    4044663.86    1.84    1.03    2.10

-2148747.61    4426670.50    4044667.36    1.61    0.82    1.80

-2148747.40    4426666.41    4044664.66    1.61    0.82    1.80

-2148748.50    4426667.82    4044666.20    1.60    0.81    1.80

-2148748.35    4426669.01    4044665.48    1.60    0.81    1.80

-2148748.74    4426668.04    4044667.14    1.60    0.81    1.79

-2148747.53    4426668.43    4044665.56    1.60    0.81    1.79

-2148749.07    4426666.04    4044663.94    1.60    0.81    1.79

-2148746.42    4426665.44    4044662.85    1.59    0.81    1.79

-2148747.97    4426668.44    4044666.58    1.59    0.80    1.78

-2148748.30    4426668.41    4044666.31    1.59    0.80    1.78

-2148746.83    4426667.25    4044664.14    1.59    0.80    1.78

-2148748.74    4426667.27    4044666.00    1.59    0.80    1.78

-2148749.01    4426668.95    4044667.87    1.58    0.80    1.77

-2148747.16    4426668.70    4044666.80    1.58    0.80    1.77

-2148746.63    4426666.62    4044663.97    1.58    0.79    1.77

-2148749.63    4426669.13    4044665.88    1.58    0.79    1.76

-2148749.81    4426667.28    4044666.29    1.57    0.79    1.76

-2148749.08    4426668.55    4044665.72    1.57    0.79    1.76

-2148746.03    4426667.59    4044665.88    1.57    0.79    1.75

-2148748.65    4426666.79    4044663.92    1.57    0.78    1.75

-2148750.56    4426666.96    4044666.23    1.56    0.78    1.75

-2148749.32    4426668.87    4044667.59    1.56    0.78    1.74

-2148748.56    4426670.83    4044671.22    1.56    0.78    1.74

-2148746.87    4426665.65    4044664.22    1.55    0.78    1.74

-2148749.35    4426667.74    4044666.69    1.55    0.77    1.73

-2148748.25    4426667.72    4044666.64    1.55    0.77    1.73

-2148747.57    4426669.09    4044667.39    1.55    0.77    1.73

-2148749.47    4426668.46    4044667.11    1.54    0.77    1.72

-2148749.40    4426668.79    4044667.60    1.54    0.76    1.72

-2148749.43    4426671.63    4044671.54    1.54    0.76    1.71

-2148748.10    4426666.05    4044667.08    1.53    0.76    1.71

-2148749.47    4426669.00    4044667.57    1.53    0.76    1.71

-2148749.02    4426669.68    4044667.71    1.53    0.75    1.70

-2148748.17    4426667.26    4044663.42    1.52    0.75    1.70

-2148747.38    4426665.87    4044665.08    1.84    1.02    2.10

-2148748.54    4426669.21    4044668.68    1.84    1.02    2.10

-2148750.14    4426672.40    4044672.82    2.44    1.53    2.88

-2148749.16    4426671.57    4044672.44    2.44    1.53    2.88

-2148749.21    4426672.55    4044672.18    2.42    1.52    2.86

-2148749.88    4426672.21    4044672.62    2.42    1.51    2.85

-2148748.98    4426669.73    4044670.73    2.41    1.51    2.85

-2148749.30    4426670.24    4044670.43    2.41    1.50    2.84

-2148752.25    4426673.68    4044672.52    2.40    1.50    2.83

-2148749.15    4426672.80    4044671.40    2.39    1.49    2.82

-2148749.05    4426671.34    4044670.65    1.82    1.00    2.07

-2148748.49    4426667.65    4044666.56    1.81    1.00    2.07

-2148749.35    4426670.74    4044670.82    2.33    1.44    2.74

-2148749.57    4426672.32    4044672.83    2.32    1.43    2.73

-2148752.03    4426671.47    4044673.81    2.32    1.43    2.72

-2148749.24    4426671.01    4044670.88    2.31    1.42    2.71

-2148750.03    4426669.23    4044670.92    2.30    1.42    2.70

-2148749.82    4426668.97    4044668.20    2.29    1.41    2.69

-2148748.40    4426668.84    4044669.87    2.29    1.40    2.68

-2148750.20    4426669.63    4044669.65    2.28    1.40    2.67

-2148750.74    4426669.15    4044669.29    2.27    1.39    2.66

-2148748.09    4426667.29    4044667.59    2.26    1.39    2.65

-2148749.62    4426668.05    4044667.68    2.26    1.38    2.64

-2148750.74    4426666.72    4044666.53    2.25    1.37    2.64

-2148752.06    4426668.58    4044667.55    2.24    1.37    2.63

-2148750.06    4426667.32    4044666.34    2.23    1.36    2.62

-2148750.28    4426669.49    4044672.06    2.23    1.35    2.61

-2148750.39    4426668.53    4044668.61    2.22    1.35    2.60

-2148748.73    4426666.08    4044666.88    2.21    1.34    2.59

-2148751.39    4426667.85    4044667.91    2.21    1.34    2.58

-2148749.48    4426666.62    4044665.16    2.20    1.33    2.57

-2148749.53    4426668.94    4044666.61    2.19    1.32    2.56

-2148748.51    4426667.71    4044665.65    2.18    1.32    2.55

-2148749.62    4426667.88    4044667.31    2.18    1.31    2.54

-2148748.83    4426669.01    4044669.24    2.17    1.31    2.53

-2148748.03    4426665.99    4044665.52    2.16    1.30    2.52

-2148748.83    4426665.37    4044665.57    2.16    1.29    2.52

-2148747.43    4426665.04    4044663.31    2.15    1.29    2.51

-2148749.60    4426667.08    4044665.69    2.14    1.28    2.50

-2148749.62    4426666.28    4044666.34    2.14    1.28    2.49

-2148750.58    4426668.10    4044667.49    2.13    1.27    2.48

-2148749.10    4426667.95    4044667.38    2.13    1.27    2.47

-2148749.98    4426667.23    4044665.34    2.12    1.26    2.47

-2148749.81    4426665.36    4044666.03    2.11    1.26    2.46

-2148750.70    4426667.41    4044666.55    2.11    1.25    2.45

-2148749.58    4426664.29    4044663.81    2.10    1.25    2.44

-2148748.41    4426665.61    4044665.74    2.10    1.24    2.44

-2148750.65    4426666.07    4044665.58    2.09    1.24    2.43

-2148749.88    4426664.32    4044665.45    1.46    0.87    1.70

-2148748.96    4426663.74    4044662.38    2.06    1.23    2.39

-2148751.37    4426671.79    4044678.92    1.76    0.98    2.01

-2148749.82    4426672.70    4044676.44    1.76    0.98    2.01

-2148751.07    4426673.64    4044678.84    1.76    0.98    2.02

-2148749.58    4426672.16    4044678.60    1.77    0.98    2.02

-2148752.43    4426673.70    4044679.00    1.77    0.99    2.03

-2148750.46    4426672.30    4044675.93    1.78    0.99    2.03

-2148750.15    4426670.60    4044675.77    1.78    0.99    2.04

-2148751.49    4426670.84    4044676.77    1.78    0.99    2.04

-2148751.32    4426672.10    4044677.40    1.79    1.00    2.05

-2148751.90    4426670.39    4044675.27    1.79    1.00    2.05

-2148751.88    4426672.85    4044677.05    1.80    1.00    2.06

-2148751.56    4426672.12    4044675.07    1.80    1.00    2.06

-2148750.13    4426671.61    4044674.75    1.80    1.01    2.07

-2148749.78    4426670.63    4044675.15    1.81    1.01    2.07

-2148751.35    4426671.05    4044675.63    1.81    1.01    2.07

-2148749.66    4426672.64    4044672.83    1.81    1.01    2.08

-2148748.87    4426668.64    4044672.32    1.82    1.02    2.08

-2148750.12    4426667.39    4044671.52    1.82    1.02    2.09

-2148749.22    4426670.12    4044673.66    1.82    1.02    2.09

-2148748.77    4426668.97    4044672.07    1.83    1.02    2.09

-2148748.68    4426669.22    4044673.30    1.83    1.03    2.10

-2148748.67    4426667.29    4044670.24    1.83    1.03    2.10

-2148749.51    4426665.00    4044672.46    1.84    1.03    2.11

-2148748.51    4426668.18    4044671.33    1.84    1.03    2.11

-2148748.90    4426669.36    4044670.92    1.84    1.03    2.11

-2148746.35    4426666.06    4044669.63    1.85    1.04    2.12

-2148746.94    4426664.14    4044669.04    1.85    1.04    2.12

-2148748.41    4426668.42    4044671.18    1.85    1.04    2.12

-2148748.64    4426668.99    4044672.27    1.86    1.04    2.13

-2148747.02    4426665.58    4044669.01    1.86    1.04    2.13

-2148747.35    4426671.03    4044669.64    1.86    1.05    2.14

-2148746.85    4426667.37    4044669.73    1.86    1.05    2.14

-2148746.56    4426663.67    4044669.55    1.87    1.05    2.14

-2148750.10    4426671.67    4044670.18    1.87    1.05    2.14

-2148747.61    4426667.67    4044667.68    1.87    1.05    2.15

-2148746.13    4426660.61    4044664.92    1.87    1.05    2.15

-2148748.33    4426668.58    4044668.00    1.88    1.06    2.15

-2148746.81    4426666.78    4044668.07    1.88    1.06    2.16

-2148751.19    4426669.66    4044669.77    1.47    0.76    1.66

-2148750.52    4426667.17    4044667.30    1.48    0.76    1.66

-2148750.52    4426665.05    4044667.78    1.48    0.76    1.66

-2148750.50    4426666.73    4044671.05    1.48    0.76    1.66

-2148750.91    4426663.83    4044669.75    1.48    0.76    1.66

-2148751.66    4426669.60    4044669.34    1.48    0.76    1.66

-2148750.35    4426668.55    4044669.98    1.48    0.76    1.66

-2148750.20    4426666.33    4044667.41    1.48    0.76    1.67

-2148750.50    4426667.40    4044667.50    1.48    0.76    1.67

-2148750.22    4426668.27    4044669.58    1.49    0.76    1.67

-2148749.89    4426663.36    4044665.42    1.49    0.76    1.67

-2148749.62    4426665.28    4044667.01    1.49    0.76    1.67

-2148752.52    4426670.01    4044666.18    1.49    0.76    1.67

-2148751.01    4426672.93    4044668.05    1.49    0.76    1.67

-2148749.74    4426665.72    4044667.16    1.49    0.76    1.67

-6844280.32    26098485.53    7796378.85    1.47    0.76    1.65

-2148746.34    4426653.81    4044666.51    1.47    0.76    1.66

-2148750.37    4426665.43    4044668.26    1.47    0.76    1.66

-2148747.72    4426663.09    4044666.94    1.76    1.00    2.03

-2148746.82    4426660.51    4044666.26    1.77    1.00    2.03

-2148746.68    4426660.05    4044665.10    1.77    1.00    2.03

-2148748.19    4426661.45    4044666.01    1.77    1.01    2.04

-2148746.20    4426660.62    4044665.33    1.77    1.01    2.04

-2148747.26    4426660.55    4044665.72    1.77    1.01    2.04

-2148747.84    4426661.10    4044665.87    1.78    1.01    2.04

-2148746.72    4426658.36    4044665.12    1.78    1.01    2.05

-2148746.36    4426659.21    4044665.25    1.78    1.01    2.05

-2148746.59    4426657.77    4044665.15    1.78    1.01    2.05

-2148745.36    4426658.37    4044665.66    1.78    1.01    2.05

-2148744.47    4426659.20    4044664.93    1.78    1.01    2.05

-2148749.27    4426664.13    4044670.75    1.73    0.97    1.98

-2148748.74    4426663.06    4044671.78    1.73    0.97    1.99

-2148748.20    4426661.01    4044670.38    1.74    0.98    1.99

-2148748.06    4426663.31    4044672.20    1.74    0.98    1.99

-2148748.89    4426665.38    4044673.49    1.80    1.03    2.07

-2148748.50    4426662.56    4044670.16    1.80    1.03    2.08

-2148749.65    4426665.28    4044673.35    1.81    1.03    2.08

-2148746.81    4426661.31    4044671.66    1.81    1.04    2.09

-2148749.71    4426665.85    4044672.55    1.82    1.04    2.09

-2148745.88    4426661.85    4044670.89    1.82    1.04    2.10

-2148747.65    4426662.35    4044670.58    1.83    1.05    2.10

-2148748.08    4426662.63    4044670.35    1.83    1.05    2.11

-2148747.50    4426664.06    4044670.64    1.83    1.05    2.11

-2148748.48    4426665.54    4044672.40    1.84    1.05    2.12

-2148747.11    4426662.23    4044669.54    1.84    1.06    2.12

-2148747.78    4426663.72    4044670.26    1.84    1.06    2.13

-2148747.26    4426662.40    4044669.99    1.85    1.06    2.13

-2148745.22    4426660.02    4044668.48    1.85    1.07    2.14

-2148745.35    4426657.22    4044668.48    1.85    1.07    2.14

-2148745.98    4426659.40    4044668.79    1.86    1.07    2.14

-2148747.92    4426663.11    4044670.66    1.86    1.07    2.15

-2148746.50    4426659.07    4044668.90    1.86    1.08    2.15

-2148744.27    4426655.37    4044665.57    1.87    1.08    2.16

-2148744.33    4426656.56    4044666.08    1.87    1.08    2.16

-2148744.96    4426660.62    4044668.20    1.87    1.08    2.16

-2148743.19    4426655.73    4044667.16    1.87    1.08    2.17

-2148745.89    4426658.68    4044667.16    1.88    1.09    2.17

-2148745.17    4426658.91    4044666.08    1.88    1.09    2.17

-2148742.90    4426655.57    4044666.26    1.88    1.09    2.17

-2148747.32    4426661.82    4044668.46    1.88    1.09    2.18

-2148744.62    4426656.94    4044666.49    1.88    1.09    2.18

-2148744.67    4426658.24    4044666.26    1.89    1.09    2.18

-2148744.41    4426657.21    4044663.57    1.89    1.10    2.18

-2148745.91    4426658.37    4044664.70    1.89    1.10    2.18

-2148741.69    4426653.79    4044663.10    1.89    1.10    2.19

-2148743.16    4426656.72    4044664.44    1.89    1.10    2.19

-2148744.51    4426658.34    4044666.57    1.89    1.10    2.19

-2148744.81    4426655.98    4044664.30    1.89    1.10    2.19

-2148742.93    4426657.16    4044664.20    1.89    1.10    2.19

-2148742.32    4426655.19    4044663.84    1.89    1.10    2.19

-2148740.87    4426652.54    4044661.24    1.89    1.10    2.19

-2148741.75    4426653.65    4044663.33    1.89    1.10    2.19

-2148742.59    4426654.18    4044662.62    1.89    1.10    2.19

-2148741.70    4426653.54    4044661.62    1.89    1.10    2.19

-2148741.42    4426654.56    4044662.67    1.89    1.10    2.19

-2148741.61    4426653.85    4044663.23    1.89    1.10    2.19

-2148743.80    4426654.68    4044665.31    1.89    1.10    2.19

-2148742.51    4426653.13    4044662.26    1.89    1.10    2.19

-2148742.23    4426649.97    4044662.45    1.89    1.10    2.19

-2148742.07    4426651.24    4044662.86    1.89    1.10    2.19

-2148741.13    4426651.84    4044660.60    1.89    1.10    2.19

-2148743.50    4426654.49    4044663.43    1.89    1.10    2.18

-2148741.10    4426653.58    4044661.12    1.88    1.10    2.18

-2148739.98    4426653.02    4044661.05    1.88    1.10    2.18

-2148739.27    4426648.93    4044661.27    1.88    1.10    2.18

-2148740.78    4426651.07    4044661.33    1.88    1.10    2.18

-2148743.51    4426654.00    4044663.21    1.88    1.10    2.17

-2148741.33    4426651.89    4044661.82    1.87    1.09    2.17

-2148739.41    4426650.85    4044660.77    1.87    1.09    2.17

-2148741.07    4426650.59    4044659.80    1.87    1.09    2.16

-2148739.06    4426647.83    4044659.89    1.87    1.09    2.16

-2148739.64    4426650.39    4044659.60    1.86    1.09    2.16

-2148741.93    4426654.69    4044661.10    1.86    1.09    2.15

-2148741.02    4426653.25    4044660.94    1.86    1.08    2.15

-2148740.26    4426652.84    4044660.87    1.85    1.08    2.15

-2148739.68    4426649.82    4044659.91    1.85    1.08    2.14

-2148739.26    4426649.15    4044659.09    1.85    1.08    2.14

-2148740.63    4426651.48    4044660.38    1.84    1.08    2.13

-2148738.29    4426644.69    4044658.71    1.84    1.07    2.13

-2148741.14    4426646.59    4044659.82    1.84    1.07    2.13

-2148739.63    4426648.68    4044658.70    1.83    1.07    2.12

-2148739.98    4426652.37    4044661.06    1.83    1.07    2.12

-2148740.00    4426653.08    4044659.95    1.82    1.06    2.11

-2148740.39    4426651.17    4044658.87    1.82    1.06    2.11

-2148739.94    4426651.85    4044659.81    1.82    1.06    2.10

-2148741.19    4426648.10    4044660.79    1.81    1.05    2.10

-2148740.52    4426650.25    4044659.55    1.81    1.05    2.09

-2148740.66    4426654.30    4044659.53    1.80    1.05    2.09

-2148739.51    4426650.18    4044658.17    1.80    1.05    2.08

-2148738.94    4426652.08    4044658.82    1.79    1.04    2.08

-2148737.71    4426644.09    4044659.16    1.79    1.04    2.07

-2148741.40    4426651.18    4044660.84    1.79    1.04    2.06

-2148742.00    4426650.71    4044662.03    1.78    1.03    2.06

-2148739.63    4426651.03    4044660.29    1.78    1.03    2.05

-2148738.91    4426650.36    4044657.17    1.77    1.03    2.05

-2148739.64    4426650.44    4044657.19    1.77    1.02    2.04

-2148739.19    4426648.66    4044659.03    1.76    1.02    2.04

-2148739.23    4426649.95    4044656.88    1.76    1.02    2.03

-2148738.49    4426653.35    4044657.04    1.75    1.01    2.02

-2148738.90    4426647.63    4044658.17    1.75    1.01    2.02

-2148739.09    4426651.54    4044658.40    1.74    1.01    2.01

-2148740.55    4426651.90    4044659.64    1.74    1.00    2.01

-2148741.16    4426653.09    4044659.78    1.73    1.00    2.00

-2148739.21    4426652.72    4044658.97    1.73    1.00    1.99

-2148741.59    4426653.22    4044660.26    1.72    0.99    1.99

-2148738.30    4426650.26    4044657.43    1.72    0.99    1.98

-2148739.48    4426648.77    4044657.76    1.71    0.99    1.98

-2148740.41    4426652.21    4044655.87    1.71    0.98    1.97

-2148742.41    4426656.73    4044660.55    1.70    0.98    1.96

-2148739.35    4426649.01    4044657.17    1.70    0.98    1.96

-2148739.17    4426650.26    4044660.21    1.69    0.97    1.95

-2148739.62    4426651.62    4044659.09    1.69    0.97    1.95

-2148737.96    4426647.69    4044658.25    1.68    0.97    1.94

-2148738.06    4426652.46    4044657.93    1.68    0.96    1.93

-2148742.05    4426655.84    4044661.55    1.67    0.96    1.93

-2148740.66    4426651.98    4044660.24    1.67    0.96    1.92

-2148742.12    4426650.90    4044661.61    1.66    0.95    1.92

-2148741.99    4426654.52    4044661.82    1.66    0.95    1.91

-2148742.02    4426653.63    4044660.93    1.65    0.95    1.91

-2148741.47    4426654.66    4044659.24    1.65    0.94    1.90

-2148740.10    4426654.05    4044658.10    1.64    0.94    1.89

-2148738.81    4426652.00    4044658.58    1.64    0.94    1.89

-2148742.86    4426652.32    4044663.48    1.64    0.93    1.88

-2148743.33    4426657.49    4044665.58    1.63    0.93    1.88

-2148743.39    4426661.51    4044663.28    1.63    0.93    1.87

-2148739.27    4426657.27    4044658.80    1.62    0.92    1.87

-2148742.23    4426655.70    4044664.09    1.62    0.92    1.86

-2148744.16    4426661.32    4044665.98    1.61    0.92    1.86

-2148743.41    4426652.50    4044662.94    1.61    0.91    1.85

-2148740.69    4426653.44    4044659.57    1.60    0.91    1.84

-2148742.86    4426657.14    4044662.34    1.60    0.91    1.84

-2148745.13    4426655.82    4044667.24    1.60    0.90    1.83

-2148741.79    4426658.55    4044661.74    2.14    1.29    2.50

-2148742.90    4426659.16    4044662.80    2.13    1.28    2.48

-2148740.28    4426656.94    4044660.20    2.11    1.27    2.47

-2148742.84    4426659.08    4044664.77    2.10    1.26    2.45

-2148746.43    4426661.52    4044669.03    2.09    1.25    2.44

-2148741.97    4426656.39    4044661.16    2.08    1.24    2.42

-2148745.25    4426660.92    4044667.26    2.07    1.23    2.41

-2148741.95    4426658.28    4044664.92    2.05    1.23    2.39

-2148745.18    4426660.75    4044665.90    2.04    1.22    2.38

-2148747.92    4426663.39    4044670.11    2.03    1.21    2.36

-2148746.63    4426662.89    4044669.10    2.02    1.20    2.35

-2148748.78    4426665.60    4044672.28    2.01    1.19    2.34

-2148748.52    4426663.63    4044670.63    2.00    1.18    2.32

-2148747.76    4426663.90    4044670.67    1.99    1.17    2.31

-2148749.70    4426665.19    4044671.77    1.98    1.17    2.30

-2148746.17    4426662.28    4044667.51    1.97    1.16    2.28

-2148745.91    4426661.90    4044669.18    1.96    1.15    2.27

-2148745.48    4426662.38    4044667.61    1.95    1.14    2.26

-2148743.98    4426660.59    4044666.41    1.94    1.13    2.24

-2148748.78    4426664.46    4044672.43    1.93    1.13    2.23

-2148751.90    4426667.41    4044676.44    1.92    1.12    2.22

-2148749.51    4426664.39    4044674.79    1.91    1.11    2.21

-2148747.47    4426662.72    4044671.01    1.90    1.10    2.20

-2148739.35    4426654.42    4044658.69    3.45    2.43    4.22

-2148748.60    4426663.24    4044668.86    1.74    1.12    2.07

-2148750.62    4426664.43    4044672.09    2.25    1.40    2.65

-2148750.68    4426663.27    4044673.06    2.26    1.40    2.66

-2148752.02    4426665.09    4044673.28    2.26    1.40    2.66

-2148751.14    4426663.81    4044673.15    2.26    1.41    2.66

-2148750.49    4426663.74    4044672.49    2.26    1.41    2.66

-2148749.10    4426662.25    4044672.09    2.26    1.41    2.67

-2148750.79    4426664.48    4044672.66    2.27    1.41    2.67

-2148749.68    4426663.15    4044672.39    2.27    1.41    2.67

-2148748.06    4426661.46    4044669.41    2.27    1.42    2.68

-2148747.96    4426662.03    4044670.23    2.27    1.42    2.68

-2148748.41    4426662.57    4044668.20    2.28    1.42    2.68

-2148749.86    4426662.11    4044670.89    2.28    1.42    2.69

-2148750.04    4426662.14    4044669.94    2.28    1.42    2.69

-2148749.85    4426662.56    4044671.26    2.28    1.43    2.69

-2148748.81    4426662.34    4044669.20    2.29    1.43    2.70

-2148749.91    4426661.75    4044672.14    2.29    1.43    2.70

-2148750.06    4426661.67    4044671.69    2.29    1.43    2.70

-2148748.91    4426662.47    4044669.94    2.30    1.44    2.71

-2148749.71    4426660.93    4044670.88    2.30    1.44    2.71

-2148749.96    4426663.25    4044673.10    2.30    1.44    2.72

-2148749.54    4426660.63    4044671.08    2.31    1.44    2.72

-2148748.49    4426659.15    4044667.60    2.31    1.45    2.72

-2148748.41    4426660.87    4044668.84    2.31    1.45    2.73

-2148749.01    4426661.85    4044670.42    2.32    1.45    2.73

-2148748.96    4426661.46    4044670.06    2.32    1.45    2.74

-2148747.57    4426658.85    4044668.12    2.32    1.46    2.74

-2148747.55    4426660.38    4044667.69    2.33    1.46    2.74

-2148749.17    4426661.18    4044667.66    2.33    1.46    2.75

-2148747.97    4426658.93    4044668.74    2.33    1.46    2.75

-2148749.49    4426660.88    4044669.47    2.34    1.47    2.76

-2148747.82    4426660.01    4044668.43    2.34    1.47    2.76

-2148748.52    4426659.93    4044668.68    2.34    1.47    2.76

-2148748.49    4426661.39    4044669.43    2.34    1.47    2.77

-2148748.58    4426661.57    4044667.93    2.35    1.47    2.77

-2148749.38    4426660.96    4044667.97    2.35    1.48    2.78

-2148749.04    4426660.70    4044669.84    2.35    1.48    2.78

-2148748.38    4426660.73    4044669.77    2.36    1.48    2.78

-2148749.63    4426659.38    4044669.92    2.36    1.48    2.79

-2148748.93    4426660.04    4044669.01    2.36    1.48    2.79

-2148749.78    4426661.52    4044669.45    2.36    1.49    2.79

-2148749.51    4426662.24    4044669.09    2.37    1.49    2.79

-2148749.44    4426660.63    4044669.22    2.37    1.49    2.80

-2148749.45    4426659.49    4044669.00    2.37    1.49    2.80

-2148751.40    4426662.25    4044669.97    2.37    1.49    2.80

-2148749.59    4426657.56    4044669.59    2.37    1.49    2.80

-2148748.90    4426660.06    4044669.81    2.38    1.49    2.81

-2148748.65    4426659.44    4044667.69    2.38    1.50    2.81

-2148749.21    4426659.76    4044668.73    2.38    1.50    2.81

-2148747.33    4426658.14    4044666.95    2.38    1.50    2.81

-2148746.85    4426659.07    4044665.90    2.38    1.50    2.81

-2148747.84    4426659.18    4044665.35    2.38    1.50    2.81

-2148746.72    4426657.25    4044665.24    2.38    1.50    2.81

-2148747.88    4426659.31    4044665.43    2.38    1.50    2.81

-2148748.13    4426659.38    4044666.25    2.38    1.50    2.81

-2148748.15    4426659.71    4044665.48    2.38    1.50    2.81

-2148748.28    4426659.81    4044667.04    2.38    1.50    2.81

-2148748.76    4426660.10    4044667.05    2.38    1.50    2.81

-2148748.33    4426658.08    4044666.12    2.38    1.50    2.81

-2148749.67    4426661.63    4044667.70    2.38    1.50    2.81

-2148748.59    4426660.38    4044668.11    2.38    1.50    2.81

-2148749.55    4426659.04    4044667.49    2.38    1.50    2.81

-2148748.61    4426660.19    4044666.87    2.38    1.50    2.81

-2148749.06    4426658.37    4044667.05    2.37    1.49    2.81

-2148747.81    4426655.94    4044664.68    2.37    1.49    2.80

-2148748.07    4426658.35    4044665.06    2.37    1.49    2.80

-2148749.85    4426659.85    4044666.27    2.37    1.49    2.80

-2148747.86    4426657.56    4044665.41    2.37    1.49    2.80

-2148747.64    4426657.45    4044665.17    2.36    1.49    2.79

-2148749.66    4426660.81    4044668.10    2.36    1.49    2.79

-2148747.67    4426656.73    4044665.92    2.36    1.48    2.79

-2148749.60    4426659.69    4044667.04    2.35    1.48    2.78

-2148748.21    4426656.98    4044665.56    2.35    1.48    2.78

-2148747.78    4426657.29    4044665.43    2.35    1.48    2.77

-2148747.30    4426656.54    4044664.78    2.34    1.47    2.77

-2148746.47    4426655.90    4044663.61    2.34    1.47    2.76

-2148747.43    4426656.39    4044665.03    2.34    1.47    2.76

-2148747.81    4426657.10    4044663.45    2.33    1.47    2.75

-2148748.60    4426658.83    4044664.97    2.33    1.46    2.75

-2148747.99    4426657.79    4044663.87    2.32    1.46    2.74

-2148747.31    4426656.65    4044662.35    2.32    1.46    2.74

-2148747.74    4426656.71    4044662.92    2.31    1.45    2.73

-2148747.30    4426655.67    4044663.53    2.31    1.45    2.73

-2148747.35    4426656.00    4044663.88    2.30    1.45    2.72

-2148747.60    4426656.64    4044662.88    2.30    1.44    2.71

-2148747.31    4426656.10    4044661.84    2.29    1.44    2.71

-2148747.10    4426657.55    4044663.96    2.29    1.44    2.70

-2148747.69    4426657.76    4044663.22    2.28    1.43    2.69

-2148745.78    4426655.64    4044662.36    2.28    1.43    2.69

-2148747.96    4426657.18    4044665.32    2.27    1.42    2.68

-2148746.80    4426656.88    4044662.53    2.27    1.42    2.67

-2148746.99    4426656.66    4044665.13    2.26    1.42    2.67

-2148747.05    4426656.38    4044663.28    2.25    1.41    2.66

-2148748.70    4426659.43    4044665.38    2.25    1.41    2.65

-2148749.27    4426657.33    4044663.08    2.24    1.40    2.65

-2148748.12    4426656.37    4044662.65    2.24    1.40    2.64

-2148748.10    4426656.48    4044661.68    2.23    1.40    2.63

-2148748.16    4426658.05    4044663.31    2.23    1.39    2.63

-2148749.98    4426661.57    4044663.21    2.22    1.39    2.62

-2148747.99    4426656.67    4044660.98    2.21    1.38    2.61

-2148748.59    4426657.07    4044661.13    2.21    1.38    2.60

-2148748.14    4426657.54    4044663.41    2.20    1.38    2.60

-2148747.42    4426654.83    4044660.19    2.20    1.37    2.59

-2148747.66    4426657.30    4044660.47    2.19    1.37    2.58

-2148747.61    4426656.42    4044661.26    2.19    1.36    2.58

-2148747.58    4426657.42    4044660.12    2.18    1.36    2.57

-2148744.67    4426650.50    4044660.22    2.17    1.36    2.56

-2148746.62    4426653.43    4044661.94    2.17    1.35    2.56

-2148747.58    4426656.27    4044662.02    2.16    1.35    2.55

-2148748.01    4426655.31    4044660.19    2.16    1.34    2.54

-2148758.64    4426665.82    4044665.31    1.73    0.93    1.96

-2148759.29    4426664.14    4044665.22    1.72    0.93    1.96

-2148758.61    4426666.11    4044667.09    1.72    0.93    1.95

-2148757.89    4426667.38    4044667.68    1.71    0.92    1.95

-2148758.02    4426665.65    4044666.39    1.71    0.92    1.94

-2148754.85    4426662.48    4044663.41    1.70    0.92    1.94

-2148757.38    4426664.73    4044667.64    1.70    0.92    1.93

-2148755.49    4426664.05    4044666.07    1.69    0.91    1.93

-2148756.28    4426663.18    4044665.52    1.69    0.91    1.92

